"Estado_civil","Modo_aplicacion","Orden_aplicacion","Curso","Asistencia_nocturna","Cualificacion_previa","Nacionalidad","Cualificacion_madre","Cualificacion_padre","Ocupacion_madre","Ocupacion_padre","Desplazado","Necesidades_educativas_especiales","Deudor","Cuotas_al_dia","Genero","Becado","Edad_al_ingreso","Internacional","Creditos_1er_sem","Inscrito_1er_sem","Evaluaciones_1er_sem","Aprobado_1er_sem","Nota_1er_sem","Sin_evaluacion_1er_sem","Creditos_2do_sem","Inscrito_2do_sem","Evaluaciones_2do_sem","Aprobado_2do_sem","Nota_2do_sem","Sin_evaluacion_2do_sem","Tasa_desempleo","Tasa_inflacion","PIB","Resultado"
"Soltero","1ra fase - contingente general",4,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Máster","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,7,6,14.4285714285714,0,0,6,8,6,15,2,16.2,0.3,-0.92,"Graduado"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","No","No","No","Sí","Femenimo","No",54,"No",0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,"Desertor"
"Soltero","Mayores de 23 años",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Otra Situación","Sí","No","Sí","No","Femenimo","No",31,"No",0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,"Desertor"
"Soltero","Mayores de 23 años",1,"Agronomía","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","Sí","No","Masculino","No",31,"No",0,6,15,1,11,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Desertor"
"Soltero","Cambio de curso",5,"Servicio Social","Sí","Educación secundaria","Guineano","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","Sí","No","Femenimo","No",22,"Sí",5,11,16,9,10.8888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Limpieza","Agricultores, Ganaderos, Pescadores, Cazadores y Recolectores de Subsistencia","Sí","No","Sí","Sí","Masculino","No",20,"No",0,7,7,7,12.4014285714286,0,0,8,10,6,11.8083333333333,0,11.1,0.6,2.02,"Matriculado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Agronomía","Sí","Curso de especialización tecnológica","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","Sí","Sí","Femenimo","Sí",19,"No",0,6,9,6,14.3333333333333,0,0,6,7,6,13.8333333333333,0,13.9,-0.3,0.79,"Graduado"
"Soltero","1ra fase - contingente general",4,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,12.5,0,0,6,6,6,11.6666666666667,0,10.8,1.4,1.74,"Graduado"
"Divorciado","Mayores de 23 años",1,"Enfermería","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Personal Administrativo","No","No","No","Sí","Femenimo","Sí",35,"No",0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Equinocultura","Sí","Curso de especialización tecnológica","Portugués","Educación Superior - Máster","Educación Superior - Máster","Especialistas en Actividades Intelectuales y Científicas","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Masculino","No",20,"No",1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,"Desertor"
"Soltero","1ra fase - contingente general",3,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,6,6,12.5,0,0,6,6,6,13,0,7.6,2.6,0.32,"Desertor"
"Soltero","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","Sí",30,"No",0,7,7,6,14.6666666666667,1,0,6,7,6,14.3333333333333,0,10.8,1.4,1.74,"Graduado"
"Soltero","Transferencia",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Sí","No","No","Sí","Femenimo","No",28,"No",8,14,22,12,12.3333333333333,0,3,12,20,8,12,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",18,"No",0,6,9,6,13.5714285714286,0,0,6,11,4,14,0,12.4,0.5,1.79,"Graduado"
"Soltero","2da fase - contingente general",3,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Trabajadores No Calificados","Sí","No","Sí","Sí","Femenimo","Sí",19,"No",0,6,6,6,11.8333333333333,0,0,6,7,6,12.2857142857143,0,15.5,2.8,-4.06,"Graduado"
"Casado","Mayores de 23 años",1,"Servicio Social","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Licenciatura","Personal Administrativo","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","Sí","Femenimo","No",31,"No",0,6,6,6,13.1666666666667,0,0,6,8,6,13,0,9.4,-0.8,-3.12,"Matriculado"
"Soltero","2da fase - contingente general",1,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Doctorado (3er ciclo)","Personal Administrativo","Especialistas en Actividades Intelectuales y Científicas","Sí","No","Sí","No","Masculino","No",20,"No",3,9,9,3,13.3333333333333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,"Desertor"
"Soltero","Titulares de otros cursos superiores",1,"Enfermería","Sí","Educación superior - grado","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Femenimo","No",23,"No",1,7,8,6,14.3571428571429,0,1,7,8,6,14.3571428571429,0,7.6,2.6,0.32,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Otro - 11º Año","Personal Administrativo","Personal Administrativo","Sí","No","No","Sí","Masculino","Sí",20,"No",8,14,15,12,10.9230769230769,0,7,13,14,11,12.1818181818182,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","No","Femenimo","Sí",19,"No",0,6,6,6,13.8333333333333,0,0,6,7,6,14.2857142857143,0,8.9,1.4,3.51,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","No","No","No","Sí","Masculino","No",18,"No",0,8,8,7,13.1057142857143,0,0,8,8,7,13.1057142857143,0,10.8,1.4,1.74,"Graduado"
"Casado","Mayores de 23 años",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Personal Administrativo","Sí","No","No","No","Masculino","No",40,"No",0,5,10,2,10.5,0,0,5,5,3,10.6666666666667,0,9.4,-0.8,-3.12,"Desertor"
"Unión libre","Titulares de otros cursos superiores",1,"Equinocultura","Sí","Educación superior - grado","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","No","Femenimo","No",27,"No",1,5,8,3,14.6666666666667,2,0,5,7,2,13,2,10.8,1.4,1.74,"Desertor"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Enfermería Veterinaria","Sí","Curso de especialización tecnológica","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",20,"No",2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Masculino","No",19,"No",0,6,13,2,12,0,0,6,12,1,13,0,7.6,2.6,0.32,"Desertor"
"Soltero","1ra fase - contingente general",3,"Educación Básica","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Grado","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",19,"No",0,7,7,7,13.8571428571429,0,0,7,7,7,14.2857142857143,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",6,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","Sí","Sí","No","Sí","Femenimo","No",22,"No",0,7,9,5,13.928,0,0,8,9,7,14.3428571428571,0,11.1,0.6,2.02,"Graduado"
"Soltero","Cambio de curso",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","Sí",19,"No",0,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,"Desertor"
"Soltero","3ra fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Desconocido","Desconocido","Otra Situación","Otra Situación","No","No","No","Sí","Masculino","No",22,"No",0,5,11,3,13.6666666666667,0,0,5,10,3,11.3333333333333,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","Cambio de curso",1,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Masculino","No",20,"No",0,7,8,7,13.5857142857143,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,"Graduado"
"Soltero","2da fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Personal Administrativo","No","No","No","Sí","Femenimo","No",18,"No",0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Profesores","Otro Personal de las Fuerzas Armadas","Sí","Sí","No","Sí","Femenimo","No",19,"No",0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Desertor"
"Soltero","3ra fase - contingente general",1,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","No",18,"No",0,5,5,1,16,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","1ra fase - contingente general",1,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","Sí","Sí","Femenimo","No",19,"No",0,6,6,6,13.8333333333333,0,0,6,8,6,13.875,0,10.8,1.4,1.74,"Graduado"
"Soltero","3ra fase - contingente general",2,"Gestión","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","Sí","No","Femenimo","No",20,"No",0,5,9,3,10,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Desertor"
"Soltero","2da fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Sí","No","No","Sí","Femenimo","No",19,"No",0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Desertor"
"Soltero","2da fase - contingente general",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","Sí","Sí","Femenimo","No",19,"No",0,6,6,6,12.1666666666667,0,0,6,7,6,11.6666666666667,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",2,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",24,"No",0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,"Graduado"
"Soltero","Cambio de institución/curso",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Superior - Licenciatura","Educación Secundaria - 12º Año o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Masculino","No",21,"No",6,12,12,12,13.6666666666667,0,4,11,16,11,13,0,8.9,1.4,3.51,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Agronomía","Sí","Curso de especialización tecnológica","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","Sí",24,"No",0,6,9,6,13.5555555555556,0,0,6,7,6,12.6666666666667,0,13.9,-0.3,0.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Personal Administrativo","Trabajadores Calificados en Industria, Construcción y Artesanos","No","No","No","Sí","Femenimo","Sí",19,"No",0,6,7,6,14.7142857142857,0,0,6,6,6,15.1666666666667,0,13.9,-0.3,0.79,"Graduado"
"Soltero","2da fase - contingente general",2,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",18,"No",0,7,7,6,14.3166666666667,0,0,7,7,6,14.3166666666667,0,7.6,2.6,0.32,"Graduado"
"Casado","Mayores de 23 años",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","No",47,"No",6,11,11,11,14.7272727272727,0,6,9,9,9,15.7777777777778,0,10.8,1.4,1.74,"Graduado"
"Soltero","2da fase - contingente general",5,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",20,"No",0,5,10,3,13.3333333333333,0,0,5,11,5,13.5714285714286,0,12.4,0.5,1.79,"Graduado"
"Soltero","1ra fase - contingente general",2,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,13.1666666666667,0,0,6,6,6,16,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",2,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,7,6,13.8333333333333,0,0,6,10,6,13.7142857142857,0,8.9,1.4,3.51,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Masculino","No",18,"No",0,6,6,6,14,0,0,6,7,6,13.8571428571429,0,8.9,1.4,3.51,"Graduado"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Otra Situación","Otra Situación","No","No","No","Sí","Femenimo","No",50,"No",0,1,1,0,0,1,0,6,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","Sí",21,"No",0,6,13,6,16.1538461538462,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,"Graduado"
"Soltero","2da fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Otra Situación","Otra Situación","No","No","No","Sí","Femenimo","No",19,"No",0,5,7,3,12,0,0,5,7,5,13.2,0,7.6,2.6,0.32,"Graduado"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,8,6,12.1666666666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,"Graduado"
"Soltero","Mayores de 23 años",1,"Gestión","Sí","Educación secundaria","Portugués","Otro - 11º Año","Educación Superior - Grado","Personal Administrativo","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","No",24,"No",0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Desertor"
"Soltero","Titulares de otros cursos superiores",1,"Enfermería","Sí","Educación superior - grado (1er ciclo)","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Personal Administrativo","No","No","No","Sí","Femenimo","No",24,"No",4,7,7,7,16.8857142857143,0,3,8,9,8,15.7444444444444,0,16.2,0.3,-0.92,"Graduado"
"Casado","Mayores de 23 años",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",34,"No",0,5,9,4,11,0,0,5,10,4,10.75,1,7.6,2.6,0.32,"Matriculado"
"Soltero","Cambio de curso",1,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Masculino","No",18,"No",0,5,9,4,12.25,0,0,5,11,3,11.6666666666667,0,13.9,-0.3,0.79,"Matriculado"
"Soltero","Mayores de 23 años",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores No Calificados","No","Sí","No","Sí","Femenimo","Sí",26,"No",0,5,8,4,13,0,0,5,10,4,12.25,2,16.2,0.3,-0.92,"Graduado"
"Soltero","2da fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Masculino","No",20,"No",0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","2da fase - contingente general",6,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Profesiones de las Fuerzas Armadas","No","No","No","Sí","Masculino","No",21,"No",0,6,10,6,12.2857142857143,0,0,6,11,4,14.25,0,15.5,2.8,-4.06,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Masculino","No",18,"No",0,5,6,4,11.75,0,0,5,10,5,12.5714285714286,1,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",18,"No",0,7,8,6,13.9583333333333,0,0,8,8,8,14.71875,0,11.1,0.6,2.02,"Graduado"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","No","No","No","Sí","Femenimo","No",33,"No",0,6,10,5,11.4,0,1,6,7,6,11.1666666666667,0,7.6,2.6,0.32,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","No",19,"No",2,7,7,7,13,0,5,9,9,9,13.2222222222222,0,12.4,0.5,1.79,"Graduado"
"Soltero","3ra fase - contingente general",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","Sí",21,"No",0,5,6,4,12.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Licenciatura","Trabajadores No Calificados","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Sí","No","No","Sí","Femenimo","No",19,"No",0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,"Matriculado"
"Soltero","Cambio de curso",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Profesiones de las Fuerzas Armadas","No","No","No","Sí","Femenimo","No",23,"No",0,7,11,6,12.1,0,0,7,7,6,12.6166666666667,0,16.2,0.3,-0.92,"Matriculado"
